Institute ID,Name,City,State,Score,TLR,RPC,GO,OI,PERCEPTION,Year,Year_rank
IR-E-U-0573,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,80.56,77.32,87.11,83.21,56.62,89.31,2020,5
IR-E-U-0560,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,76.29,77.21,76.57,89.65,61.71,60.55,2020,6
IR-E-U-0053,Indian Institute of Technology Guwahati,Guwahati,Assam,74.9,83.04,70.73,83.03,59.13,62.45,2020,7
IR-E-U-0013,Indian Institute of Technology Hyderabad,Hyderabad,Telangana,66.44,82.51,52.47,71.54,55.98,60.42,2020,8
IR-E-U-0467,National Institute of Technology Tiruchirappalli,Tiruchirappalli,Tamil Nadu,64.1,72.11,50.04,74.71,61.49,63.68,2020,9
IR-E-U-0273,Indian Institute of Technology Indore,Indore,Madhya Pradesh,62.88,79.89,53.31,72.09,57.76,27.15,2020,10
IR-E-U-0701,Indian Institute of Technology (BHU) Varanasi,Varanasi,Uttar Pradesh,62.54,72.34,47.77,77.77,56.07,53.49,2020,11
IR-E-U-0205,Indian Institute of Technology (Indian School of Mines),Dhanbad,Jharkhand,62.06,64.02,63.12,72.11,55.07,39.78,2020,12
IR-E-U-0237,National Institute of Technology Karnataka,Surathkal,Karnataka,61.3,68.93,46.03,78.67,55.24,55.59,2020,13
IR-E-U-0439,Anna University,Chennai,Tamil Nadu,59.89,64.62,54.07,61.5,51.62,68.24,2020,14
IR-E-U-0490,Vellore Institute of Technology,Vellore,Tamil Nadu,59.32,56.79,64.06,63.07,58.21,46.29,2020,15
IR-E-U-0357,National Institute of Technology Rourkela,Rourkela,Odisha,59.29,64.38,57.82,74.3,47.23,30.48,2020,16
IR-E-U-0575,Jadavpur University,Kolkata,West Bengal,59.23,53.73,62.04,76.45,40.45,51.61,2020,17
IR-E-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,58.7,68.13,54.04,74.66,45.17,25.98,2020,18
IR-E-U-0025,National Institute of Technology Warangal,Warangal,Telangana,57.76,73.38,38.12,74.21,57.81,36.91,2020,19
IR-E-U-0436,Amrita School of Engineering,Amritapuri,Kerala,57.37,65.77,56.76,59.0,60.07,28.01,2020,20
IR-E-U-0584,Indian Institute of Engineering Science and Technology,Shibpur,West Bengal,57.14,69.57,47.62,63.17,47.92,45.56,2020,21
IR-E-U-0355,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,56.8,77.05,37.17,64.77,56.27,39.56,2020,22
IR-E-U-0263,National Institute of Technology Calicut,Kozhikode,Kerala,56.56,71.05,31.3,78.29,63.87,38.04,2020,23
IR-E-U-0139,Indian Institute of Technology Gandhinagar,Gandhinagar,Gujarat,56.15,83.76,34.55,55.15,57.9,38.26,2020,24
IR-E-U-0378,Indian Institute of Technology Ropar,Rupnagar,Punjab,55.95,79.11,30.54,70.31,59.24,30.75,2020,25
IR-E-U-0064,Indian Institute of Technology Patna,Patna,Bihar,55.74,78.2,39.24,62.28,51.86,28.57,2020,26
IR-E-U-0334,Visvesvaraya National Institute of Technology,Nagpur,Maharashtra,54.76,67.7,45.19,69.73,53.77,15.56,2020,27
IR-E-U-0108,Jamia Millia Islamia,New Delhi,Delhi,54.58,63.16,48.11,71.43,58.0,11.13,2020,28
IR-E-I-1480,Thapar Institute of Engineering & Technology,Patiala,Punjab,54.45,65.95,47.65,65.69,54.82,17.42,2020,29
IR-E-U-0391,Birla Institute of Technology & Science,Pilani,Rajasthan,54.39,61.95,34.87,77.36,56.26,42.47,2020,30
IR-E-U-0184,Indian Institute of Technology Mandi,Mandi,Himachal Pradesh,54.17,70.38,36.8,67.11,64.7,21.26,2020,31
IR-E-U-0497,Amity University Noida,Gautam Budh Nagar,Uttar Pradesh,53.09,71.22,50.11,51.01,56.94,8.05,2020,32
IR-E-U-0255,Indian Institute of Space Science and Technology,Thiruvananthapuram,Kerala,53.01,78.65,24.02,62.88,62.97,33.32,2020,33
IR-E-U-0363,Siksha `O` Anusandhan,Bhubaneswar,Odisha,52.38,74.73,29.41,68.18,64.26,10.7,2020,34
IR-E-U-0410,Malaviya National Institute of Technology,Jaipur,Rajasthan,52.25,71.41,41.69,59.89,54.4,8.95,2020,35
IR-E-U-0098,Delhi Technological University,New Delhi,Delhi,51.99,63.36,31.12,73.21,53.07,36.91,2020,36
IR-E-U-0476,Shanmugha Arts Science Technology & Research Academy,Thanjavur,Tamil Nadu,51.79,73.13,33.81,64.89,56.6,10.7,2020,37
IR-E-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,51.42,70.07,34.81,58.75,51.57,30.48,2020,38
IR-E-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh,51.39,70.58,45.83,56.57,40.89,10.7,2020,39
IR-E-U-0172,National Institute of Technology Kurukshetra,Kurukshetra,Haryana,51.19,63.85,41.64,61.65,54.75,17.42,2020,40
IR-E-U-0473,S. R. M. Institute of Science and Technology,Chennai,Tamil Nadu,50.95,61.27,41.96,63.57,61.06,11.55,2020,41
IR-E-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,50.07,66.08,25.8,65.8,75.7,17.79,2020,42
IR-E-U-0014,International Institute of Information Technology Hyderabad,Hyderabad,Telangana,49.45,53.01,36.66,73.92,52.91,24.77,2020,43
IR-E-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kancheepuram,Tamil Nadu,49.26,66.01,31.1,63.81,53.47,20.25,2020,44
IR-E-C-7252,Manipal Institute of Technology,Manipal,Karnataka,49.06,70.32,24.86,54.6,62.23,33.57,2020,45
IR-E-U-0055,National Institute of Technology Silchar,Silchar,Assam,48.66,61.63,35.41,62.3,51.68,19.21,2020,46
IR-E-U-0577,National Institute of Technology Durgapur,Durgapur,West Bengal,48.39,54.76,36.98,64.42,50.22,29.68,2020,47
IR-E-U-0530,Motilal Nehru National Institute of Technology,Allahabad,Uttar Pradesh,48.24,59.71,30.56,69.0,50.72,22.89,2020,48
IR-E-C-37013,PSG College of Technology,Coimbatore,Tamil Nadu,47.21,69.35,19.73,52.14,48.69,51.77,2020,49
IR-E-C-41593,College of Engineering Pune,Pune,Maharashtra,46.79,61.94,21.89,67.56,51.85,29.4,2020,50
IR-E-U-0474,Sathyabama Institute of Science and Technology,Chennai,Tamil Nadu,46.77,59.06,31.77,64.14,64.2,2.69,2020,51
IR-E-U-0374,Dr. B. R. Ambedkar National Institute of Technology,Jalandhar,Punjab,46.45,66.18,25.99,59.76,58.66,9.84,2020,52
IR-E-U-0395,Indian Institute of Technology Jodhpur,Jodhpur,Rajasthan,46.13,67.71,26.19,56.17,59.29,8.05,2020,53
IR-E-U-0149,Sardar Vallabhbhai National Institute of Technology,Surat,Gujarat,45.59,57.49,31.2,62.46,55.13,9.84,2020,54
IR-E-U-0249,Visvesvaraya Technological University,Belgaum,Karnataka,45.37,66.34,30.98,53.14,49.19,6.18,2020,55
IR-E-U-0105,Indraprastha Institute of Information Technology Delhi,New Delhi,Delhi,45.03,55.18,29.8,67.58,41.15,18.86,2020,56
IR-E-U-0017,Jawaharlal Nehru Technological University,Hyderabad,Telangana,44.97,71.72,29.24,40.88,53.9,11.13,2020,57
IR-E-U-0020,Koneru Lakshmaiah Education Foundation University,Vaddeswaram,Andhra Pradesh,44.7,70.69,28.57,44.25,54.5,6.18,2020,58
IR-E-C-1331,M. S. Ramaiah Institute of Technology,Bengaluru,Karnataka,43.74,65.53,13.98,62.74,55.31,18.15,2020,59
IR-E-U-0458,Kalasalingam Academy of Research and Higher Education,Srivilliputtur,Tamil Nadu,43.71,68.66,18.42,54.26,62.06,5.21,2020,60
IR-E-U-0619,National Institute of Technology Meghalaya,Shillong,Meghalaya,43.69,66.27,20.64,54.64,59.35,7.59,2020,61
IR-E-U-0221,International Institute of Information Technology Bangalore,Bengaluru,Karnataka,43.55,59.63,17.63,63.93,57.99,17.79,2020,62
IR-E-U-0297,Defence Institute of Advanced Technology,Pune,Maharashtra,43.13,64.43,32.96,44.38,47.56,2.69,2020,63
IR-E-C-26794,Thiagarajar College of Engineering,Madurai,Tamil Nadu,43.11,59.67,18.32,59.11,51.54,27.44,2020,64
IR-E-U-0284,Maulana Azad National Institute of Technology,Bhopal,Madhya Pradesh,42.17,52.55,28.36,64.27,47.33,3.2,2020,65
IR-E-U-0795,Indian Institute of Information Technology Guwahati,Guwahati,Assam,41.92,64.22,6.8,58.52,52.43,36.68,2020,66
IR-E-U-0092,National Institute of Technology Raipur,Raipur,Chhattisgarh,41.58,58.88,24.26,56.99,50.7,1.63,2020,67
IR-E-U-0080,Punjab Engineering College (Deemed To Be University),Chandigarh,Chandigarh,41.43,55.66,14.2,64.1,56.64,19.9,2020,68
IR-E-C-24004,College of Engineering(A),Visakhapatnam,Andhra Pradesh,41.36,65.32,10.04,63.72,54.35,5.69,2020,69
IR-E-C-1269,R. V. College of Engineering,Bengaluru,Karnataka,41.02,63.06,13.29,59.79,48.3,13.2,2020,70
IR-E-C-33641,Veermata Jijabai Technological Institute,Mumbai,Maharashtra,40.58,57.29,11.04,68.16,52.93,11.55,2020,71
IR-E-U-0078,Panjab University,Chandigarh,Chandigarh,40.44,40.82,43.55,51.63,40.27,7.59,2020,72
IR-E-C-1262,B.M.S. College of Engineering,Bengaluru,Karnataka,40.35,62.07,11.92,55.53,52.58,17.79,2020,73
IR-E-C-45375,Indian Institute of Food Processing Technology (IIFPT),Thanjavur,Tamil Nadu,40.24,70.18,5.41,53.5,58.94,9.84,2020,74
IR-E-U-0493,National Institute of Technology Agartala,Agratala,Tripura,39.98,57.69,21.55,48.22,55.37,10.27,2020,75
IR-E-C-6379,Netaji Subhas University of Technology (NSUT),South West,Delhi,39.97,49.6,22.68,62.41,44.55,13.6,2020,76
IR-E-U-0620,National Institute of Technology Goa,Ponda,Goa,39.93,57.39,18.33,52.11,56.77,11.13,2020,77
IR-E-U-0201,Shri Mata Vaishno Devi University,Katra,Jammu and Kashmir,39.68,69.41,18.63,41.79,48.0,1.1,2020,78
IR-E-U-0207,National Institute of Technology Jamshedpur,Jamshedpur,Jharkhand,39.44,56.64,12.85,64.87,45.15,11.13,2020,79
IR-E-U-0460,Karunya Institute of Technology and Sciences,Coimbatore,Tamil Nadu,39.4,56.5,20.5,50.75,54.83,6.65,2020,80
IR-E-U-0286,Indian Institute of Information Technology Design & Manufacturing Jabalpur,Jabalpur,Madhya Pradesh,39.29,45.42,30.89,59.4,43.47,1.63,2020,81
IR-E-C-36926,Kumaraguru College of Technology,Coimbatore,Tamil Nadu,39.24,63.11,11.35,54.41,45.37,14.79,2020,82
IR-E-C-36995,Sri Krishna College of Engineering and Technology,Coimbatore,Tamil Nadu,38.83,62.69,4.26,63.05,48.54,12.79,2020,83
IR-E-U-0747,Chandigarh University,Mohali,Punjab,38.82,64.38,4.74,51.98,74.73,2.16,2020,84
IR-E-C-43708,College of Engineering Trivandrum,Thiruvananthapuram,Kerala,38.68,59.37,10.39,55.58,49.98,16.31,2020,85
IR-E-U-0099,Guru Gobind Singh Indraprastha University,New Delhi,Delhi,38.61,46.4,32.31,49.33,47.61,3.71,2020,86
IR-E-U-0379,Lovely Professional University,Phagwara,Punjab,38.44,58.12,15.2,48.55,65.11,2.16,2020,87
IR-E-C-27616,University College of Engineering,Hyderabad,Telangana,38.43,60.88,4.28,65.2,53.66,4.72,2020,88
IR-E-U-0555,Graphic Era University,Dehradun,Uttarakhand,38.32,58.7,12.89,48.0,58.38,14.0,2020,89
IR-E-C-36969,Coimbatore Institute of Technology,Coimbatore,Tamil Nadu,38.24,64.87,6.88,45.81,48.63,26.86,2020,90
IR-E-C-1297,Siddaganga Institute of Technology,Tumkur,Karnataka,38.23,60.33,13.44,54.58,50.17,1.63,2020,91
IR-E-U-0072,National Institute of Technology Patna,Patna,Bihar,38.21,52.49,16.6,59.09,43.42,13.2,2020,92
IR-E-C-30045,C.V. Raman Global University,Bhubaneswar,Odisha,37.94,59.49,5.07,58.7,57.65,10.7,2020,93
IR-E-U-0733,PES University,Bengaluru,Karnataka,37.94,57.56,12.2,55.31,49.22,10.27,2020,93
IR-E-U-0489,Vel Tech Rangarajan Dr. Sagunthala R & D Institute of Science and Technology,Chennai,Tamil Nadu,37.86,57.7,24.09,36.36,59.88,0.55,2020,95
IR-E-U-0522,Jaypee Institute of Information Technology,Noida,Uttar Pradesh,37.8,50.85,19.39,53.38,50.64,9.84,2020,96
IR-E-C-18154,University College of Engineering,Kakinada,Andhra Pradesh,37.77,58.25,10.41,59.54,50.97,1.63,2020,97
IR-E-U-0189,National Institute of Technology Hamirpur,Hamirpur,Himachal Pradesh,37.73,45.32,22.62,60.94,45.84,5.69,2020,98
IR-E-C-35417,Bharati Vidyapeeth Deemed University College of Engineering,Pune,Maharashtra,37.71,54.62,3.35,65.4,66.06,6.18,2020,99
IR-E-U-0267,Atal Bihari Vajpayee Indian Institute of Information Technology and Management,Gwalior,Madhya Pradesh,37.6,45.99,17.51,62.35,53.2,7.59,2020,100
IR-E-C-27058,Mepco Schlenk Engineering College,Sivakasi,Tamil Nadu,37.52,49.72,18.31,52.51,47.18,18.86,2020,101
IR-E-U-0507,Dayalbagh Educational Institute,Agra,Uttar Pradesh,37.51,61.29,7.89,52.51,53.47,8.95,2020,102
IR-E-U-0516,Indian Institute of Information Technology Allahabad,Prayagraj (Allahabad),Uttar Pradesh,37.41,42.8,15.69,68.87,44.19,16.69,2020,103
IR-E-U-0382,Punjab Technical University,Kapurthala,Punjab,37.1,68.53,31.0,13.06,43.6,2.69,2020,104
IR-E-C-36975,Government College of Technology,Coimbatore,Tamil Nadu,37.1,53.25,9.94,51.64,53.9,24.15,2020,104
IR-E-C-16626,Rajalakshmi Engineering College,Chennai,Tamil Nadu,37.01,62.19,4.51,57.76,51.77,2.69,2020,106
IR-E-U-0454,Hindustan Institute of Technology and Science (HITS),Chennai,Tamil Nadu,36.98,59.79,11.96,46.62,56.11,5.21,2020,107
IR-E-C-16547,Sri Sairam Engineering College,Kancheepuram,Tamil Nadu,36.91,57.03,6.36,58.74,58.23,3.2,2020,108
IR-E-C-42054,Army Institute of Technology,Pune,Maharashtra,36.85,54.68,2.33,64.18,62.39,6.65,2020,109
IR-E-U-0163,The Northcap University,Gurgaon,Haryana,36.84,54.88,13.94,56.91,48.16,0.0,2020,110
IR-E-U-0130,Dhirubhai Ambani Institute of Information and Communication Technology,Gandhinagar,Gujarat,36.8,47.25,10.86,68.33,49.81,7.12,2020,111
IR-E-U-0190,Shoolini University of Biotechnology and Management Sciences,Solan,Himachal Pradesh,36.72,53.75,22.22,46.02,47.26,0.0,2020,112
IR-E-C-18886,Shri Ramdeobaba College of Engineering and Management,Nagpur,Maharashtra,36.62,60.35,5.29,56.88,51.33,4.22,2020,113
IR-E-C-1371,New Horizon College of Engineering,Bengaluru,Karnataka,36.6,55.94,5.26,63.07,55.65,0.55,2020,114
IR-E-U-0186,Jaypee University of Information Technology,Solan,Himachal Pradesh,36.55,48.53,18.76,54.81,46.44,7.59,2020,115
IR-E-U-0143,Maharaja Sayajirao University of Baroda,Vadodara,Gujarat,36.54,57.31,13.41,51.16,47.33,3.71,2020,116
IR-E-U-0223,Jain University,Bengluru,Karnataka,36.49,49.08,23.49,46.44,53.2,1.1,2020,117
IR-E-U-0043,"Vignan's Foundation for Science, Technology & Research",Guntur,Andhra Pradesh,36.28,59.21,8.03,49.36,57.2,5.21,2020,118
IR-E-U-0367,Veer Surendra Sai University of Technology,Burla,Odisha,36.13,51.53,19.97,47.54,46.54,5.21,2020,119
IR-E-U-0175,YMCA University of Science and Technology,Faridabad,Haryana,35.91,60.17,6.39,55.19,47.37,1.63,2020,120
IR-E-S-8898,"National Institute of Food Technology, Enterprenurship & Management",Sonipat,Haryana,35.65,53.96,3.72,59.1,64.06,1.1,2020,121
IR-E-C-6581,Pondicherry Engineering College,Puducherry,Pondicherry,35.49,55.46,15.73,43.96,40.61,12.79,2020,122
IR-E-U-0445,B. S. Abdur Rahman Crescent Institute of Science and Technology,Chennai,Tamil Nadu,35.41,62.25,8.72,45.67,45.18,4.72,2020,123
IR-E-C-25622,Chaitanya Bharathi Institute of Technology,Hyderabad,Telangana,35.32,57.82,2.01,57.52,50.22,8.5,2020,124
IR-E-C-33773,Bharatiya Vidya Bhavan`s Sardar Patel Institute of Technology,Mumbai,Maharashtra,35.27,53.58,7.74,59.93,46.69,2.16,2020,125
IR-E-C-1413,Dayananda Sagar College of Engineering,Bengaluru,Karnataka,35.11,51.56,6.69,57.99,54.63,5.69,2020,126
IR-E-C-19667,Vallurupalli Nageswara Rao Vignana Jyothi Institute of Engineering and Technology,Hyderabad,Telangana,34.99,62.78,6.38,44.97,50.33,2.16,2020,127
IR-E-C-1352,Nitte Meenakshi Institute of Technology,Bengaluru,Karnataka,34.97,58.44,6.1,49.4,53.09,4.22,2020,128
IR-E-U-0774,DIT University,Dehradun,Uttarakhand,34.93,58.78,7.54,43.77,59.09,3.71,2020,129
IR-E-U-0621,National Institute of Technology Puducherry,Karaikal,Pondicherry,34.87,54.57,3.41,54.45,58.82,7.12,2020,130
IR-E-U-0146,Nirma University,Ahmedabad,Gujarat,34.85,53.9,10.82,50.6,46.14,7.12,2020,131
IR-E-C-1412,JSS Science and Technology University,Mysuru,Karnataka,34.81,55.76,3.86,54.88,51.44,8.05,2020,132
IR-E-C-1400,N M A M Institute of Technology,"Nitte, Udupi",Karnataka,34.73,58.73,5.43,50.17,48.85,5.69,2020,133
IR-E-U-0535,Rajiv Gandhi Institute of Petroleum Technology,Amethi,Uttar Pradesh,34.59,56.16,7.55,56.28,42.16,0.0,2020,134
IR-E-C-37065,Kongu Engineering College,Perundurai,Tamil Nadu,34.45,58.13,5.76,46.86,44.25,14.79,2020,135
IR-E-U-0854,KLE Technological University,Dharwad,Karnataka,34.34,56.85,8.11,48.85,49.29,1.63,2020,136
IR-E-U-0384,Sant Longowal Institute of Engineering & Technology,Longowal,Punjab,34.27,59.28,17.63,27.04,55.09,2.69,2020,137
IR-E-U-0938,Dr. Vishwanath Karad MIT World Peace University,Pune,Maharashtra,34.17,60.56,4.32,47.57,48.17,3.71,2020,138
IR-E-C-18817,G. H. Raisoni College of Engineering,Nagpur,Maharashtra,34.07,46.65,9.68,61.0,49.25,0.55,2020,139
IR-E-C-18254,Yeshwantrao Chavan College of Engineering,Nagpur,Maharashtra,34.07,51.75,8.58,53.65,52.42,0.0,2020,139
IR-E-C-19607,CVR College Of Engineering,Ibrahimpatan,Telangana,33.87,57.68,1.21,54.84,51.32,1.1,2020,141
IR-E-C-37089,Sri Ramakrishna Engineering College,Coimbatore,Tamil Nadu,33.79,54.46,5.15,53.3,46.28,6.18,2020,142
IR-E-C-19650,Vardhaman College of Engineering,Rangareddy,Telangana,33.75,57.23,4.18,52.41,48.49,0.0,2020,143
IR-E-U-0332,The Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur,Maharashtra,33.68,41.84,24.72,48.59,39.99,0.0,2020,144
IR-E-U-0046,North Eastern Regional Institute of Science & Technology,Itanagar,Arunachal Pradesh,33.67,64.04,9.76,33.3,43.05,5.69,2020,145
IR-E-U-0685,Indira Gandhi Delhi Technical University for Women,Delhi,Delhi,33.67,42.33,8.13,63.06,53.96,5.21,2020,145
IR-E-C-1345,P E S College of Engineering,Mandya,Karnataka,33.65,59.25,0.71,51.11,54.45,0.0,2020,147
IR-E-C-43264,National Institute of Foundry and Forge Technology (NIFFT),Ranchi,Jharkhand,33.57,54.46,2.27,58.68,41.41,6.65,2020,148
IR-E-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,33.55,49.09,12.43,41.93,66.36,0.55,2020,149
IR-E-C-37028,Sona College of Technology,Salem,Tamil Nadu,33.53,53.05,6.12,52.87,46.82,5.21,2020,150
IR-E-N-10,SVKM`s Narsee Monjee Institute of Management Studies,Mumbai,Maharashtra,33.5,56.06,5.17,48.62,51.89,2.16,2020,151
IR-E-C-37064,Sri Krishna College of Technology,Coimbatore,Tamil Nadu,33.43,51.06,4.37,58.86,46.6,3.71,2020,152
IR-E-U-0037,Sri Venkateswara University,Tirupati,Andhra Pradesh,33.29,42.43,27.73,38.0,42.67,3.71,2020,153
IR-E-C-6202,Heritage Institute of Technology,Kolkata,West Bengal,33.27,52.26,4.9,50.4,54.15,6.18,2020,154
IR-E-C-16614,R. M. K. Engineering College,Thiruvallur,Tamil Nadu,33.24,54.27,2.25,54.24,53.21,1.1,2020,155
IR-E-C-18010,Velagapudi Ramakrishna Siddhartha Engineering College,Vijayawada,Andhra Pradesh,33.13,55.02,5.36,47.11,53.23,2.69,2020,156
IR-E-U-0592,Maulana Abul Kalam Azad University of Technology,Nadia,West Bengal,33.07,41.49,16.75,52.96,47.42,2.69,2020,157
IR-E-U-0613,National Institute of Technology Manipur,Imphal,Manipur,33.02,54.89,8.29,42.86,53.25,1.63,2020,158
IR-E-U-0213,Alliance University,Bengaluru,Karnataka,33.0,47.89,1.88,63.26,53.12,1.1,2020,159
IR-E-C-16537,St. Josephs College of Engineering,Kancheepuram,Tamil Nadu,32.95,53.65,6.81,52.88,42.44,0.0,2020,160
IR-E-C-19754,SR Engineering College,Warangal,Telangana,32.95,62.29,1.91,31.2,62.13,12.38,2020,160
IR-E-U-0604,Amity University Gwalior,Gwalior,Madhya Pradesh,32.88,56.79,1.4,54.03,46.1,0.0,2020,162
IR-E-C-6238,Haldia Institute of Technology,Haldia,West Bengal,32.83,49.15,6.8,50.2,55.8,4.22,2020,163
IR-E-C-8277,Government Engineering College,Thrissur,Kerala,32.81,57.13,2.86,49.94,45.99,2.16,2020,164
IR-E-I-1015,Vishwakarma Institute of Technology,Pune,Maharashtra,32.72,47.21,6.45,59.26,44.53,3.2,2020,165
IR-E-U-0864,Harcourt Butler Technical University,Kanpur Nagar,Uttar Pradesh,32.69,59.15,2.31,46.82,42.34,6.65,2020,166
IR-E-U-0564,University of Petroleum and Energy Studies,Dehradun,Uttarakhand,32.51,48.86,14.26,39.13,53.15,4.22,2020,167
IR-E-C-11015,Walchand College of Engineering,Sangli,Maharashtra,32.39,50.11,4.15,54.99,47.43,3.71,2020,168
IR-E-C-1336,BMS Institute of Technology & Management,Bengaluru,Karnataka,32.36,48.02,4.04,51.43,53.36,11.13,2020,169
IR-E-C-19706,Institute of Aeronautical Engineering,Hyderabad,Telangana,32.26,50.61,7.28,45.04,54.16,4.72,2020,170
IR-E-C-33584,K. J. Somaiya College of Engineering,Mumbai,Maharashtra,32.25,51.95,2.84,59.03,39.37,0.55,2020,171
IR-E-C-19534,Goka Raju Ranga Raju Institute of Engineering & Technology,Hyderabad,Telangana,32.24,53.11,2.72,52.44,48.87,1.1,2020,172
IR-E-C-42242,Maharshi Karve Stree Shikshan Samstha's Cummins College of Engineering for Women,Pune,Maharashtra,32.23,50.8,2.95,52.51,53.89,2.16,2020,173
IR-E-U-0169,ManavRachna International Institute of Research & Studies,Faridabad,Haryana,32.21,51.95,4.1,51.73,49.28,1.1,2020,174
IR-E-C-1438,The National Institute of Engineering,Mysore,Karnataka,32.17,51.97,2.65,51.05,50.57,5.21,2020,175
IR-E-C-16572,Sri Venkateswara College of Engineering,Kancheepuram,Tamil Nadu,32.12,56.18,4.91,48.74,38.31,2.16,2020,176
IR-E-U-0147,Pandit Deendayal Petroleum University,Gandhinagar,Gujarat,32.08,49.08,11.97,50.34,33.8,3.2,2020,177
IR-E-C-9462,"School of Engineering, Cochin University of Science and Technology",Cochin,Kerala,32.04,50.08,14.19,38.55,44.77,5.69,2020,178
IR-E-C-30153,"Silicon Institute of Technology (SIT), Bhubaneswar",Bhubaneswar,Odisha,32.0,52.9,2.66,47.2,56.2,2.69,2020,179
IR-E-C-19747,Anurag Group of Institutions,Hyderabad,Telangana,31.74,56.55,1.44,43.97,54.98,0.55,2020,180
IR-E-U-0373,Chitkara University,Rajpura,Punjab,31.72,48.34,7.56,47.86,53.83,0.0,2020,181
IR-E-U-0455,"Indian Institute of Information Technology, Design & Manufacturing",Chennai,Tamil Nadu,31.63,35.51,7.8,57.62,53.05,18.15,2020,182
IR-E-U-0739,Madan Mohan Malaviya University of Technology,Gorakhpur,Uttar Pradesh,31.6,47.49,15.84,44.1,35.1,2.69,2020,183
IR-E-C-26929,Sree Vidyanikethan Engineering College,A.Rangampet,Andhra Pradesh,31.54,54.06,1.24,50.93,47.58,0.0,2020,184
IR-E-C-26928,JNTUA College of Engineering,Anantapur,Andhra Pradesh,31.52,55.12,3.96,48.19,36.84,4.72,2020,185
IR-E-C-1398,BNM Institute of Technology,Bengaluru,Karnataka,31.48,55.66,1.11,46.87,50.8,0.0,2020,186
IR-E-C-26162,Vasavi College of Engineering,Hyderabad,Telangana,31.46,48.8,0.75,56.58,50.47,2.16,2020,187
IR-E-C-17913,Gayatri Vidya Parishad College of Engineering,Visakhapatnam,Andhra Pradesh,31.38,54.28,1.69,45.48,48.12,6.65,2020,188
IR-E-C-27089,National Engineering College,Kovilpatti,Tamil Nadu,31.36,53.98,5.99,42.9,46.85,1.1,2020,189
IR-E-C-26905,G.Pulla Reddy Engineering College,Kurnool,Andhra Pradesh,31.35,53.11,1.15,48.27,51.6,2.69,2020,190
IR-E-C-6192,Institute of Engineering & Management,Kolkata,West Bengal,31.33,43.74,7.8,51.73,52.96,2.16,2020,191
IR-E-C-16476,Sri Sai Ram Institute of Technology,Chennai,Tamil Nadu,31.32,48.89,2.8,54.08,47.67,2.16,2020,192
IR-E-U-0129,Dharmsinh Desai University,Nadiad,Gujarat,31.29,49.4,2.29,59.12,36.87,2.69,2020,193
IR-E-U-0405,The LNM Institute of Information Technology,Jaipur,Rajasthan,31.24,41.95,12.14,53.25,43.08,0.55,2020,194
IR-E-U-0162,Guru Jambheshwar University of Science and Technology,Hisar,Haryana,31.23,41.05,13.82,51.92,40.13,3.71,2020,195
IR-E-C-42227,Dr. D. Y. Patil Institute of Technology,Pune,Maharashtra,31.15,49.69,1.66,53.63,48.5,1.63,2020,196
IR-E-C-49660,Pimpri Chinchwad College of Engineering,Pune,Maharashtra,31.13,46.11,7.36,50.73,48.76,0.55,2020,197
IR-E-C-34167,Ramrao Adik Institute of Technology,Navi Mumbai,Maharashtra,31.11,53.6,3.82,45.75,47.25,0.0,2020,198
IR-E-C-48145,BVRIT Hyderabad,Hyderabad,Telangana,31.1,49.16,0.46,53.74,52.98,1.63,2020,199
IR-E-U-0615,National Institute of Technology Arunachal Pradesh,Itanagar,Arunachal Pradesh,31.09,50.56,9.06,39.36,46.21,7.12,2020,200
IR-E-U-0456,Indian Institute of Technology Madras,Chennai,Tamil Nadu,89.05,93.55,92.39,84.36,63.99,100.0,2019,1
IR-E-I-1074,Indian Institute of Technology Delhi,New Delhi,Delhi,85.36,85.8,96.18,80.32,56.19,90.85,2019,2
IR-E-U-0306,Indian Institute of Technology Bombay,Mumbai,Maharashtra,84.4,89.12,95.3,76.47,48.17,89.61,2019,3
IR-E-U-0573,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,79.41,73.14,88.2,84.12,57.79,84.14,2019,4
IR-E-I-1075,Indian Institute of Technology Kanpur,Kanpur,Uttar Pradesh,77.57,79.07,81.79,82.56,46.61,81.35,2019,5
IR-E-U-0560,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,74.57,75.05,75.9,89.84,58.65,54.61,2019,6
IR-E-U-0053,Indian Institute of Technology Guwahati,Guwahati,Assam,70.87,82.55,63.6,78.45,58.86,54.49,2019,7
IR-E-U-0013,Indian Institute of Technology Hyderabad,Hyderabad,Telangana,63.92,78.91,49.18,71.71,56.21,55.38,2019,8
IR-E-U-0439,Anna University,Chennai,Tamil Nadu,63.12,63.17,64.13,63.24,52.66,70.13,2019,9
